과목,시험,번호,고를 수 있는 단원,그림,출제의도,문제글 앞부분
미적분Ⅰ,2019년 3월 고2 나형,17,함수의 극한과 연속|적분|미분,go2m/007_17.png,원과 직선의 위치 관계와 관련된 문제 를 해결한다,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━17.좌표평면에서원C:x^2+_y^2-4x-2a_y+a^2-9=0이다음
미적분Ⅰ,2020년 4월 고3 나형,7,함수의 극한과 연속|적분|미분,go3/085_07.png,,함수yfx의그래프가그림과같다의값은3점
미적분Ⅰ,2020년 4월 고3 나형,14,함수의 극한과 연속|적분|미분,go3/085_14.png,,다항함수fx가을만족시킬때f0의값은4점
미적분Ⅰ,2020년 4월 고3 나형,16,함수의 극한과 연속|적분|미분,go3/085_16.png,,다항함수fx가모든실수x에대하여를만족시킬때f1의값은4점
미적분Ⅰ,2020년 6월 고2,15,함수의 극한과 연속|적분|미분,go2x/017_15.png,삼각함수의 그래프와 직선의 위치 관계 를 찾는 문제 해결하기,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━15.0≤x≤2에서함수_y=tanπx의그래프와10직선y=-x+n이서로다
미적분Ⅰ,2021년 3월 고3 공통,8,함수의 극한과 연속|적분|미분,go3/076_08.png,함수의 그래프를 이용하여 방정식에 대한 문제를 해결한다,"8.곡선_y=x^3-3x^2-9x와직선_y=k가서로다른세점에서만나도록하는정수k의최댓값을M,최솟값을m이라할때,M-m의값은?[3점"
미적분Ⅰ,2021년 4월 고3 공통,12,함수의 극한과 연속|적분|미분,go3/072_12.png,,"12.닫힌구간[0,3]에서함수_f(x)=x^3-6x^2+9x+a의최댓값이12일때,상수a의값은?[4점]"
미적분Ⅰ,2022년 3월 고3 공통,19,함수의 극한과 연속|적분|미분,go3/060_19.png,함수의 그래프를 이용하여 실수의 최솟 값을 구하는 문제를 해결한다,19.모든실수x에대하여부등식3x^4-4x^3-12x^2+k≥0이항상성립하도록하는실수k의최솟값을구하시오.[3점]
미적분Ⅰ,2025년 3월 고3 공통,11,함수의 극한과 연속|적분|미분,go3/012_11.png,함수의 극솟값을 이해하여 함숫값을 구 한다,"11.0이아닌실수a에대하여함수f(x)를_f(x)=x^3+3ax^2+4a라하자.함수f(x)의극솟값이-40일때,f(2)의값은?[4"
미적분Ⅰ,2025년 6월 고2,13,함수의 극한과 연속|적분|미분,go2x/002_13.png,,"13.^π<t<π인실수t에대하여이차방정식25x^2+x+k=0(k는상수)가두실근sint,cost를가질때,k×tant의값은?[3점"
미적분Ⅰ,20학년도 6월 나형,30,함수의 극한과 연속|적분|미분,suneung/071_30.png,조건을 만족시키는 유리,30.최고차항의계수가1이고f(2)=3인삼차함수f(x)에대하여함수(ax-9|(x<1)g(x)={^(x-1)|)f(x)(x≥1)이
미적분Ⅰ,21학년도 수능 가형,7,함수의 극한과 연속|적분|미분,suneung/060_07.png,,함수fx의극댓값과극솟값을각각ab라할때ab의값은3점
미적분Ⅰ,21학년도 수능 나형,3,함수의 극한과 연속|적분|미분,suneung/061_03.png,,의값은2점
미적분Ⅰ,21학년도 수능 나형,6,함수의 극한과 연속|적분|미분,suneung/061_06.png,,함수에대하여f2의값은3점
미적분Ⅰ,21학년도 수능 나형,17,함수의 극한과 연속|적분|미분,suneung/061_17.png,,두다항함수fxgx가를만족시킨다함수hx에대하여h0의값은4점
미적분Ⅰ,21학년도 수능 나형,23,함수의 극한과 연속|적분|미분,suneung/061_23.png,,함수fx에대하여이고일때f1의값을구하시오3점
미적분Ⅰ,21학년도 수능 나형,25,함수의 극한과 연속|적분|미분,suneung/061_25.png,,곡선과직선yk가만나는점의개수가2가되도록하는양수k의값을구하시오3점
미적분Ⅰ,22학년도 6월 공통,15,함수의 극한과 연속|적분|미분,suneung/056_15.png,,15.-1≤t≤1인실수t에대하여x에대한방정식(sin(πx)/(2)-t)(cos(πx)/(2)-t)=0의실근중에서집합{x|0≤x
미적분Ⅰ,22학년도 6월 공통,21,함수의 극한과 연속|적분|미분,suneung/056_21.png,,21.다음조건을만족시키는최고차항의계수가1인이차함수f(x)가존재하도록하는모든자연수n의값의합을구하시오.[4점](가)x에대한방정식(
미적분Ⅰ,22학년도 수능 공통,6,함수의 극한과 연속|적분|미분,suneung/048_06.png,,6.방정식2x^3-3x^2-12x+k=0이서로다른세실근을갖도록하는정수k의개수는?[3점]
미적분Ⅰ,23학년도 9월 공통,19,함수의 극한과 연속|적분|미분,suneung/040_19.png,사차방정식이 서로 다른,19.방정식3x^4-4x^3-12x^2+k=0이서로다른4개의실근을갖도록하는자연수k의개수를구하시오.[3점]
미적분Ⅰ,25학년도 수능 공통,19,함수의 극한과 연속|적분|미분,suneung/012_19.png,삼차함수의 극댓값을 구,"19.양수a에대하여함수f(x)를_f(x)=2x^3-3ax^2-12a^2x7라하자.함수f(x)의극댓값이일때,f(3)의값을27구하"
미적분Ⅰ,26학년도 6월 공통,19,함수의 극한과 연속|적분|미분,suneung/008_19.png,함수의 그래프를 이용하,"19.상수a에대하여함수f(x)=3x^3-9x^2+a의극댓값이20일때,함수f(x)의극솟값을구하시오.[3점]"
미적분Ⅰ,26학년도 6월 공통,20,함수의 극한과 연속|적분|미분,suneung/008_20.png,주기함수를 이해하고 등,"20.실수전체의집합에서정의된함수f(x)가다음조건을만족시킨다.0≤x<4일때_f(x)=-x^2+4x이고,모든실수x에대하여f(x+4"
미적분Ⅰ,26학년도 9월 공통,19,함수의 극한과 연속|적분|미분,suneung/004_19.png,삼차함수의 극댓값을 구,"19.함수_f(x)=2x^3-3ax^2+5a의극솟값이a일때,함수f(x)의극댓값을구하시오.(단,a는상수이다.)[3점]"
미적분Ⅰ,26학년도 수능 공통,19,함수의 극한과 연속|적분|미분,suneung/000_19.png,함수의 최댓값과 최솟값,19.-2≤x≤2인모든실수x에대하여부등식-k≤2x^3+3x^2-12x-8≤k가성립하도록하는양수k의최솟값을구하시오.[3점]
미적분Ⅰ,27학년도 9월 공통,2,함수의 극한과 연속|적분|미분,n2709mp/000_02.png,,2.함수f(x)=2x^3-x-4에대하여l_xi_→m_2f(xx)--f2(2)의값은?[2점]
미적분Ⅰ,27학년도 9월 공통,19,함수의 극한과 연속|적분|미분,n2709mp/000_19.png,,"19.기울기가8이고y절편이양수인직선이32곡선y=x-3x-x+2에접할때,이직선은점(1,k)를지난다.k의값을구하시오.[3점]"
미적분Ⅱ,17학년도 수능 가형,25,적분법|수열의 극한|미분법,suneung/084_25.png,,"25.0<x<2π일때,방정식cos^2x-sinx=1의모든실근의합은^qπ이다.p+q의값을구하시오.(단,p,q는서로소인p자연수이다"
미적분Ⅱ,18학년도 6월 가형,16,적분법|수열의 극한|미분법,suneung/082_16.png,함수의 그래프를 이용하,16.실수k에대하여함수f(x)는(|x^2+k(x≤2)f(x)={|)ln(x-2)(x>2)이다.실수t에대하여직선y=x+t와함수y
미적분Ⅱ,2018년 11월 고2 가형,13,적분법|수열의 극한|미분법,go2x/024_13.png,,"13.두등비수열{a_n},{b_n}에대하여a_1=b_1=1이고∞∞∞Σa_n=4,Σb_n=2일때,Σa_nb_n의값은?[3점]n="
미적분Ⅱ,2018년 7월 고3 가형,27,적분법|수열의 극한|미분법,go3/098_27.png,도함수를 활용하여 문제해결하기,"27.원x^2+y^2=1위의임의의점P와곡선y=√x-3위의임의의점Q에대하여PQ의최솟값은√a-b이다.자연수a,b에대하여a^2+b^"
미적분Ⅱ,2019년 3월 고3 가형,11,적분법|수열의 극한|미분법,go3/094_11.png,,"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━11.함수_f(x)=tan(πx^2+ax)가x=^1에서극솟값k를가질때,"
미적분Ⅱ,2019년 3월 고3 가형,13,적분법|수열의 극한|미분법,go3/094_13.png,,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━13.0≤x≤π에서정의된함수(|2cosxtanx+a(x≠(π)/(2))
미적분Ⅱ,2021년 10월 고3 미적,25,적분법|수열의 극한|미분법,go3/066_25.png,미분법을 이용하여 평면 위를 움직이는 점의 속력을 구한다,"25.좌표평면위를움직이는점P의시각t(t>2)에서의위치(x,y)가4tx=tlnt,_y=lnt이다.시각t=e^2에서점P의속력은?["
미적분Ⅱ,2021년 4월 고3 미적,29,적분법|수열의 극한|미분법,go3/074_29.png,삼각함수의 덧셈정리를 이용하여 추론 하기,"229.그림과같이∠BAC=π이고AB>AC인삼각형ABC가3있다.BD=CD인선분AB위의점D에대하여_27+√21∠CBD=α,∠ACD"
미적분Ⅱ,2021년 7월 고3 미적,23,적분법|수열의 극한|미분법,go3/070_23.png,삼각함수 계산하기,"π√523.0<θ<인θ에대하여sinθ=일때,secθ의25값은?[2점]√53√55√53√5"
미적분Ⅱ,2022년 4월 고3 미적,24,적분법|수열의 극한|미분법,go3/058_24.png,삼각함수 이해하기,"√10224.secθ=일때,sinθ의값은?[3점]313113"
미적분Ⅱ,2022년 4월 고3 미적,29,적분법|수열의 극한|미분법,go3/058_29.png,,"29.그림과같이좌표평면위의제2사분면에있는점A를지나고기울기가각각m_1,m_2(0<m_1<m_2<1)인두직선을l_1,l_2라하고,"
미적분Ⅱ,2024년 7월 고3 미적,26,적분법|수열의 극한|미분법,go3/022_26.png,삼각함수의 덧셈정리 이해하기,π26.그림과같이AB=BC=1이고∠ABC=인2삼각형ABC가있다.선분AB위의점D와선분BC위의점E가AD=2BE(0<AD<1)을만족
미적분Ⅱ,2025년 7월 고3 미적,29,적분법|수열의 극한|미분법,go3/006_29.png,,29.첫째항이자연수이고공비가-(1)/(2)인등비수열{a_n}이∞Σ(|a_n+1|-a_n-1)=26n=1∞을만족시킨다.Σa_n의
미적분Ⅱ,20학년도 6월 가형,15,적분법|수열의 극한|미분법,suneung/070_15.png,평면위의 운동에서의 속,"15.좌표평면위를움직이는점P의시각t(t>0)에서의위치(x,y)가x=2√t+1,_y=t-ln(t+1)이다.점P의속력의최솟값은?["
미적분Ⅱ,20학년도 9월 가형,11,적분법|수열의 극한|미분법,suneung/068_11.png,함수의 극댓값과 극솟값,"11.함수f(x)=(x^2-3)e-^x의극댓값과극솟값을각각a,b라할때,a×b의값은?[3점]_2121212"
미적분Ⅱ,21학년도 6월 가형,10,적분법|수열의 극한|미분법,suneung/064_10.png,연속함수의 성질을 알고,"10.실수전체의집합에서연속인함수f(x)가모든실수x에대하여(e^(2x)-1)^2_f(x)=a-4_(cos)^πx2를만족시킬때,a"
미적분Ⅱ,21학년도 9월 가형,30,적분법|수열의 극한|미분법,suneung/062_30.png,미분을 활용하여 접선,"30.다음조건을만족시키는실수a,b에대하여ab의최댓값을M,최솟값을m이라하자.모든실수x에대하여부등식-e-^(x+1)≤ax+b≤e^"
미적분Ⅱ,21학년도 수능 가형,2,적분법|수열의 극한|미분법,suneung/060_02.png,,의값은2점
미적분Ⅱ,21학년도 수능 가형,11,적분법|수열의 극한|미분법,suneung/060_11.png,,의값은3점
미적분Ⅱ,21학년도 수능 가형,18,적분법|수열의 극한|미분법,suneung/060_18.png,,실수a에대하여함수fx를라하자가되도록하는모든a의값의합은4점
미적분Ⅱ,21학년도 수능 가형,23,적분법|수열의 극한|미분법,suneung/060_23.png,,함수fx에대하여f0의값을구하시오3점
미적분Ⅱ,22학년도 9월 미적,24,적분법|수열의 극한|미분법,suneung/054_24.png,삼각함수의 덧셈정리를,"24.2cosα=3sinα이고tan(α+_β)=1일때,tan_β의값은?[3점]11111"
미적분Ⅱ,22학년도 9월 미적,29,적분법|수열의 극한|미분법,suneung/054_29.png,"함수의 극대, 극소 및 함",29.이차함수f(x)에대하여함수g(x)={f(x)+2}e^f(^x)이다음조건을만족시킨다.(가)f(a)=6인a에대하여g(x)는x
미적분Ⅱ,22학년도 수능 미적,25,적분법|수열의 극한|미분법,suneung/050_25.png,,"25.등비수열{a_n}에대하여∞∞Σ(^a2n-1-^a2n)=^3,Σ^an^2=^6n=1n=1∞일때,Σa_n의값은?[3점]n=1"
미적분Ⅱ,24학년도 9월 미적,26,적분법|수열의 극한|미분법,suneung/030_26.png,공간도형에 공간좌표를,"26.공차가양수인등차수열{an}과등비수열{bn}에대하여a_1=b_1=1,a_2b_2=1이고()^∞1Σ+b_n=2n=1^an^a"
미적분Ⅱ,24학년도 9월 미적,27,적분법|수열의 극한|미분법,suneung/030_27.png,포물선의 성질을 이용하,27.x=-ln4에서x=1까지의곡선_y=^1(|e^x-1|-e|^x|+1)의2길이는?[3점]23132935
미적분Ⅱ,25학년도 9월 미적,29,적분법|수열의 극한|미분법,suneung/018_29.png,조건을 만족시키는 쌍곡,"29.수열{an}의첫째항부터제m항까지의합을Sm이라하자.모든자연수m에대하여^∞m+1^Sm=Σ_n=1n(n+m+1)일때,a_1+a"
미적분Ⅱ,26학년도 6월 미적,29,적분법|수열의 극한|미분법,suneung/010_29.png,쌍곡선의 정의와 도형의,"29.두정수α,β(α>β)에대하여다음조건을만족시키는수열{an}이있다.모든자연수n에대하여nna_n=α×sinπ+_β×cosπ22"
